question_id,chapter,difficulty,concept,content
1164b65d-1cba-8134-8633-ececf53f1a91,chuong-4,0.33,cau-truc-lap-trinh,Kết quả in ra màn hình của chương trình Python sau là gì?
1164b65d-1cba-81a4-b547-e5a3b8e20ce9,chuong-4,0.62,ham-nhap-xuat-du-lieu,"Hàm nào trong Python đọc ký tự từ bàn phím ngay sau khi gõ, không chờ nhấn Enter và các ký tự có hiện ra màn hình?"
1164b65d-1cba-8153-a4c1-d6d510b0b920,chuong-4,0.55,cau-truc-lap-trinh,Kết quả nhận được sau khi thực hiện đoạn chương trình sau là gì?
1164b65d-1cba-8151-9c22-c2932d286b32,chuong-4,0.55,toan-tu-bieu-thuc,Kết quả in ra màn hình của chương trình Python sau là gì?
1164b65d-1cba-8171-b7a7-de9565698030,chuong-4,0.55,ham-nhap-xuat-du-lieu,Kết quả của chương trình Python sau là gì?
1164b65d-1cba-810e-9920-df2584855570,chuong-4,0.55,ham-nhap-xuat-du-lieu,Kết quả in ra màn hình của đoạn chương trình Python sau là gì?
1164b65d-1cba-81c2-bfb7-df91c9a3f0de,chuong-4,0.55,ham-nhap-xuat-du-lieu,Định dạng nào sau đây dùng để in ra một xâu kí tự ?
1164b65d-1cba-81b9-a983-fb5f2b5e4f30,chuong-4,0.77,toan-tu-bieu-thuc,Cho biết giá trị của biểu thức: (2 + 4 > 2) and (8 < 2)
1164b65d-1cba-81f2-9bdd-cebb4ac07762,chuong-4,0.55,toan-tu-bieu-thuc,Cho biết giá trị của biểu thức 10 >1 là gì ?
1164b65d-1cba-8186-a646-e854b59964be,chuong-4,0.55,toan-tu-bieu-thuc,"Cho a, b là 2 biến thực. Biểu thức nào sau đây là sai ?"
1164b65d-1cba-819f-a6e2-c83c2a098688,chuong-4,0.55,toan-tu-bieu-thuc,Phép toán / có ý nghĩa gì?
1164b65d-1cba-81e3-ab2d-c2ca4870dcd0,chuong-4,0.55,cau-truc-lap-trinh,"Kết quả hiển thị của đoạn chương trình sau là gì ?
"
1164b65d-1cba-8110-9f2a-f8c928c62ab6,chuong-4,0.64,ham-nhap-xuat-du-lieu,Định dạng nào sau đây dùng để in ra số thực dạng mũ ?
1164b65d-1cba-8153-a2be-d27fc2b884e6,chuong-4,0.64,ham-nhap-xuat-du-lieu,Định dạng nào sau đây dùng để in ra một số nguyên ?
1164b65d-1cba-814b-acb1-c8a050f3cae9,chuong-4,0.55,cac-phan-tu-co-ban,Cho khai báo dưới đây. Câu lệnh khai báo và khởi tạo trên có nghĩa là:
1164b65d-1cba-8172-a751-e7109a4639ef,chuong-4,0.55,cac-phan-tu-co-ban,Với khai báo biến nào sau đây trong Python là đúng?
1164b65d-1cba-8177-8f0d-efbebe402a92,chuong-4,0.77,ham-nhap-xuat-du-lieu,Định dạng nào sau đây dùng để in ra số có kiểu long int ?
1164b65d-1cba-8104-b2af-c128e3592c98,chuong-4,0.55,cac-phan-tu-co-ban,Đâu là kiểu dữ liệu cơ bản trong ngôn ngữ lập trình python
1164b65d-1cba-813f-b629-c445783855d5,chuong-4,0.64,cac-phan-tu-co-ban,Tên biến nào dưới đây được đặt đúng theo quy tắc đặt tên của ngôn ngữ lập trình python?
1164b65d-1cba-8162-a9fa-caca6b42b0ac,chuong-4,0.92,toan-tu-bieu-thuc,Cho biết kết quả của p sau khi thực hiện đoạn chương trình sau:
1164b65d-1cba-8119-9284-cfb67aa10d7e,chuong-4,0.55,toan-tu-bieu-thuc,"Giả sử x, y là hai số thực. Biểu thức nào dưới đây viết không đúng theo cú pháp của ngôn ngữ lập trình Python?"
1164b65d-1cba-8130-b80c-d2cd8d2215c3,chuong-4,0.55,cau-truc-lap-trinh,Cho đoạn chương trình sau. Kết quả nhận được là:
1164b65d-1cba-8127-ae19-e3c5f6aefe5b,chuong-4,0.64,cac-phan-tu-co-ban,Đâu không phải là kiểu dữ liệu đúng trong C?
1164b65d-1cba-81f6-827c-c7a45fe5198f,chuong-4,0.55,gioi-thieu-python,Ngôn ngữ lập trình nào dưới đây là ngôn ngữ lập trình có cấu trúc?
1164b65d-1cba-81ba-b5a3-e68115673d58,chuong-4,0.92,cac-phan-tu-co-ban,Cho khai báo: kt = 'A'. Biến kt sẽ chiếm bao nhiêu byte ?
1164b65d-1cba-8192-a242-e01d25e2bc9d,chuong-4,0.64,ham-nhap-xuat-du-lieu,Định dạng nào sau đây dùng để in ra một kí tự:
1164b65d-1cba-81dc-b305-d078f5e25994,chuong-4,0.55,ham-nhap-xuat-du-lieu,Định dạng nào sau đây dùng để in ra số thực với độ chính xác đơn?
1164b65d-1cba-81dd-911a-c2546a76ad11,chuong-4,0.33,ham-nhap-xuat-du-lieu,"Hàm nào trong Python để nhập một ký tự từ bàn phím ngay sau khi gõ, không chờ nhấn Enter và không hiện ký tự ra màn hình?"
1164b65d-1cba-8165-93e4-c5ad83afc837,chuong-4,0.55,gioi-thieu-python,Python được Guido van Rossum phát triển dựa trên ngôn ngữ lập trình nào?
1164b65d-1cba-813a-ad52-e21d83fb79a3,chuong-4,0.64,toan-tu-bieu-thuc,Độ ưu tiên đối với các toán tử logic là:
